"YAR035W","YAT1","2064"
"YAR042W","SWH1","3567"
"YAR047C","","321"
"YAR050W","FLO1","4614"
"YAR053W","","297"
"YAR060C","","336"
"YAR064W","","300"
"YAR066W","","612"
"YAR068W","","486"
"YAR069C","","294"
"YAR070C","","300"
"YAR071W","PHO11","1404"
"YAR073W","IMD1","1212"
"YAR075W","","474"
"YBL001C","ECM15","315"
"YBL002W","HTB2","396"
"YBL003C","HTA2","399"
"YBL004W","UTP20","7482"
"YBL005W","PDR3","2931"
"YBL006C","LDB7","543"
"YBL006W-A","","150"
"YBL007C","SLA1","3735"
"YBL008W","HIR1","2523"
"YBL008W-A","","240"
"YBL009W","ALK2","2031"
"YBL010C","","843"
"YBL011W","SCT1","2280"
"YBL012C","","402"
"YBL013W","FMT1","1206"
"YBL014C","RRN6","2685"
"YBL015W","ACH1","1581"
"YBL016W","FUS3","1062"
"YBL017C","PEP1","4740"
"YBL018C","POP8","477"
"YBL019W","APN2","1563"
"YBL020W","RFT1","1725"
"YBL021C","HAP3","435"
"YBL022C","PIM1","3402"
"YBL023C","MCM2","2607"
"YBL024W","NCL1","2055"
"YBL025W","RRN10","438"
"YBL026W","LSM2","416"
"YBL027W","RPL19B","954"
"YBL028C","","321"
"YBL029C-A","","285"
"YBL029W","","1131"
"YBL030C","PET9","957"
"YBL031W","SHE1","1017"
"YBL032W","HEK2","1146"
"YBL033C","RIB1","1038"
"YBL034C","STU1","4542"
"YBL035C","POL12","2118"
"YBL036C","","774"
"YBL037W","APL3","3078"
"YBL038W","MRPL16","699"
"YBL039C","URA7","1740"
"YBL039C-A","","84"
"YBL039W-B","","180"
"YBL040C","ERD2","757"
"YBL041W","PRE7","726"
"YBL042C","FUI1","1920"
"YBL043W","ECM13","774"
"YBL044W","","369"
"YBL045C","COR1","1374"
"YBL046W","PSY4","1326"
"YBL047C","EDE1","4146"
"YBL048W","RRT1","312"
"YBL049W","MOH1","417"
"YBL050W","SEC17","995"
"YBL051C","PIN4","2007"
"YBL052C","SAS3","2496"
"YBL053W","","375"
"YBL054W","TOD6","1578"
"YBL055C","","1257"
"YBL056W","PTC3","1407"
"YBL057C","PTH2","627"
"YBL058W","SHP1","1272"
"YBL059C-A","CMC2","415"
"YBL059W","","651"
"YBL060W","YEL1","2064"
"YBL061C","SKT5","2091"
"YBL062W","","381"
"YBL063W","KIP1","3336"
"YBL064C","PRX1","786"
"YBL065W","","345"
"YBL066C","SEF1","3447"
"YBL067C","UBP13","2244"
"YBL068W","PRS4","981"
"YBL068W-A","","237"
"YBL069W","AST1","1290"
"YBL070C","","321"
"YBL071C","","309"
"YBL071C-B","","99"
"YBL071W-A","KTI11","249"
"YBL072C","RPS8A","603"
"YBL073W","","312"
"YBL074C","AAR2","1068"
"YBL075C","SSA3","1950"
"YBL076C","ILS1","3219"
"YBL077W","","432"
"YBL078C","ATG8","354"
"YBL079W","NUP170","4509"
"YBL080C","PET112","1626"
"YBL081W","","1107"
"YBL082C","ALG3","1377"
"YBL083C","","426"
"YBL084C","CDC27","2277"
"YBL085W","BOI1","2943"
"YBL086C","","1401"
"YBL087C","RPL23A","918"
"YBL088C","TEL1","8364"
"YBL089W","AVT5","1380"
"YBL090W","MRP21","534"
"YBL091C","MAP2","1266"
"YBL091C-A","SCS22","616"
"YBL092W","RPL32","393"
"YBL093C","ROX3","663"
"YBL094C","","333"
"YBL095W","MRX3","813"
"YBL096C","","309"
"YBL097W","BRN1","2265"
"YBL098W","BNA4","1383"
"YBL099W","ATP1","1638"
"YBL100C","","315"
"YBL100W-C","","120"
"YBL101C","ECM21","3354"
"YBL102W","SFT2","648"
"YBL103C","RTG3","1461"
"YBL104C","SEA4","3117"
"YBL105C","PKC1","3456"
"YBL106C","SRO77","3033"
"YBL107C","MIX23","591"
"YBL107W-A","","105"
"YBL108C-A","PAU9","129"
"YBL108W","","306"
"YBL109W","","336"
"YBL111C","","2103"
"YBL112C","","318"
"YBL113C","","2379"
"YBL113W-A","","483"
"YBR001C","NTH2","2343"
"YBR002C","RER2","861"
"YBR003W","COQ1","1422"
"YBR004C","GPI18","1302"
"YBR005W","RCR1","642"
"YBR006W","UGA2","1494"
"YBR007C","DSF2","2211"
"YBR008C","FLR1","1647"
"YBR009C","HHF1","312"
"YBR010W","HHT1","411"
"YBR011C","IPP1","864"
"YBR012C","","420"
"YBR013C","","390"
"YBR014C","GRX7","612"
"YBR015C","MNN2","1794"
"YBR016W","","387"
"YBR017C","KAP104","2757"
"YBR018C","GAL7","1101"
"YBR019C","GAL10","2100"
"YBR020W","GAL1","1587"
"YBR021W","FUR4","1902"
"YBR022W","POA1","534"
"YBR023C","CHS3","3498"
"YBR024W","SCO2","906"
"YBR025C","OLA1","1185"
"YBR026C","ETR1","1143"
"YBR027C","","333"
"YBR028C","YPK3","1578"
"YBR029C","CDS1","1374"
"YBR030W","RKM3","1659"
"YBR031W","RPL4A","1089"
"YBR032W","","303"
"YBR033W","EDS1","2760"
"YBR034C","HMT1","1047"
"YBR035C","PDX3","687"
"YBR036C","CSG2","1233"
"YBR037C","SCO1","888"
"YBR038W","CHS2","2892"
"YBR039W","ATP3","936"
"YBR040W","FIG1","897"
"YBR041W","FAT1","2010"
"YBR042C","CST26","1194"
"YBR043C","QDR3","2070"
"YBR044C","TCM62","1719"
"YBR045C","GIP1","1920"
"YBR046C","ZTA1","1005"
"YBR047W","FMP23","528"
"YBR048W","RPS11B","982"
"YBR049C","REB1","2433"
"YBR050C","REG2","1017"
"YBR051W","","351"
"YBR052C","RFS1","633"
"YBR053C","","1077"
"YBR054W","YRO2","1035"
"YBR055C","PRP6","2700"
"YBR056C-B","","159"
"YBR056W","","1506"
"YBR056W-A","","201"
"YBR057C","MUM2","1101"
"YBR058C","UBP14","2346"
"YBR058C-A","TSC3","243"
"YBR059C","AKL1","3327"
"YBR060C","ORC2","1863"
"YBR061C","TRM7","933"
"YBR062C","","625"
"YBR063C","","1215"
"YBR064W","","429"
"YBR065C","ECM2","1095"
"YBR066C","NRG2","663"
"YBR067C","TIP1","633"
"YBR068C","BAP2","1830"
"YBR069C","TAT1","1860"
"YBR070C","ALG14","714"
"YBR071W","","636"
"YBR072C-A","","162"
"YBR072W","HSP26","645"
"YBR073W","RDH54","2877"
"YBR074W","PFF1","2931"
"YBR076C-A","","267"
"YBR076W","ECM8","1065"
"YBR077C","SLM4","489"
"YBR078W","ECM33","1620"
"YBR079C","RPG1","2895"
"YBR080C","SEC18","2277"
"YBR081C","SPT7","3999"
"YBR082C","UBC4","542"
"YBR083W","TEC1","1461"
"YBR084C-A","RPL19A","1076"
"YBR084W","MIS1","2928"
"YBR085C-A","","258"
"YBR085W","AAC3","924"
"YBR086C","IST2","2841"
"YBR087W","RFC5","1065"
"YBR088C","POL30","777"
"YBR089C-A","NHP6B","300"
"YBR089W","","600"
"YBR090C","","726"
"YBR091C","TIM12","330"
"YBR092C","PHO3","1404"
"YBR093C","PHO5","1404"
"YBR094W","PBY1","2262"
"YBR095C","RXT2","1293"
"YBR096W","","693"
"YBR097W","VPS15","4365"
"YBR098W","MMS4","2076"
"YBR099C","","384"
"YBR101C","FES1","873"
"YBR102C","EXO84","2262"
"YBR103C-A","","144"
"YBR103W","SIF2","1608"
"YBR104W","YMC2","990"
"YBR105C","VID24","1089"
"YBR106W","PHO88","567"
"YBR107C","IML3","738"
"YBR108W","AIM3","2844"
"YBR109C","CMD1","444"
"YBR109W-A","","225"
"YBR110W","ALG1","1350"
"YBR111C","YSA1","696"
"YBR111W-A","SUS1","441"
"YBR112C","CYC8","2901"
"YBR113W","","483"
"YBR114W","RAD16","2373"
"YBR115C","LYS2","4179"
"YBR116C","","528"
"YBR117C","TKL2","2046"
"YBR118W","TEF2","1377"
"YBR119W","MUD1","986"
"YBR120C","CBP6","489"
"YBR121C","GRS1","2004"
"YBR121C-A","","159"
"YBR122C","MRPL36","534"
"YBR123C","TFC1","1950"
"YBR124W","","360"
"YBR125C","PTC4","1182"
"YBR126C","TPS1","1488"
"YBR126W-A","MEO1","207"
"YBR126W-B","","144"
"YBR127C","VMA2","1554"
"YBR128C","ATG14","1035"
"YBR129C","OPY1","987"
"YBR130C","SHE3","1278"
"YBR131C-A","","90"
"YBR131W","CCZ1","2115"
"YBR132C","AGP2","1791"
"YBR133C","HSL7","2484"
"YBR134W","","402"
"YBR135W","CKS1","453"
"YBR136W","MEC1","7107"
"YBR137W","","540"
"YBR138C","","1575"
"YBR139W","","1527"
"YBR140C","IRA1","9279"
"YBR141C","BMT2","1014"
"YBR141W-A","","96"
"YBR142W","MAK5","2322"
"YBR143C","SUP45","1314"
"YBR144C","","315"
"YBR145W","ADH5","1056"
"YBR146W","MRPS9","837"
"YBR147W","RTC2","891"
"YBR148W","YSW1","1830"
"YBR149W","ARA1","1035"
"YBR150C","TBS1","3285"
"YBR151W","APD1","951"
"YBR152W","SPP381","876"
"YBR153W","RIB7","735"
"YBR154C","RPB5","648"
"YBR155W","CNS1","1158"
"YBR156C","SLI15","2097"
"YBR157C","ICS2","768"
"YBR158W","AMN1","1650"
"YBR159W","IFA38","1044"
"YBR160W","CDC28","897"
"YBR161W","CSH1","1131"
"YBR162C","TOS1","1368"
"YBR162W-A","YSY6","198"
"YBR163W","EXO5","1758"
"YBR164C","ARL1","552"
"YBR165W","UBS1","834"
"YBR166C","TYR1","1359"
"YBR167C","POP7","423"
"YBR168W","PEX32","1242"
"YBR169C","SSE2","2082"
"YBR170C","NPL4","1743"
"YBR171W","SEC66","621"
"YBR172C","SMY2","2223"
"YBR173C","UMP1","447"
"YBR174C","","315"
"YBR175W","SWD3","948"
"YBR176W","ECM31","939"
"YBR177C","EHT1","1356"
"YBR178W","","375"
"YBR179C","FZO1","2568"
"YBR180W","DTR1","1719"
"YBR181C","RPS6B","1063"
"YBR182C","SMP1","1359"
"YBR182C-A","","195"
"YBR183W","YPC1","951"
"YBR184W","","1572"
"YBR185C","MBA1","837"
"YBR186W","PCH2","1808"
"YBR187W","GDT1","843"
"YBR188C","NTC20","423"
"YBR189W","RPS9B","1001"
"YBR190W","","312"
"YBR191W","RPL21A","871"
"YBR191W-A","","75"
"YBR192W","RIM2","1134"
"YBR193C","MED8","672"
"YBR194W","AIM4","372"
"YBR195C","MSI1","1269"
"YBR196C","PGI1","1665"
"YBR196C-A","","150"
"YBR196C-B","","105"
"YBR197C","","654"
"YBR198C","TAF5","2397"
"YBR199W","KTR4","1395"
"YBR200W","BEM1","1656"
"YBR200W-A","","165"
"YBR201C-A","","204"
"YBR201W","DER1","636"
"YBR202W","MCM7","2538"
"YBR203W","COS111","2775"
"YBR204C","LDH1","1128"
"YBR205W","KTR3","1215"
"YBR206W","","324"
"YBR207W","FTH1","1398"
"YBR208C","DUR1,2","5508"
"YBR209W","","318"
"YBR210W","ERV15","429"
"YBR211C","AME1","975"
"YBR212W","NGR1","2019"
"YBR213W","MET8","825"
"YBR214W","SDS24","1584"
"YBR215W","HPC2","1962"
"YBR216C","YBP1","2025"
"YBR217W","ATG12","561"
"YBR218C","PYC2","3543"
"YBR219C","","805"
"YBR220C","","1683"
"YBR221C","PDB1","1101"
"YBR221W-A","","105"
"YBR222C","PCS60","1632"
"YBR223C","TDP1","1635"
"YBR223W-A","","120"
"YBR224W","","516"
"YBR225W","","2703"
"YBR226C","","411"
"YBR227C","MCX1","1563"
"YBR228W","SLX1","915"
"YBR229C","ROT2","2865"
"YBR230C","OM14","502"
"YBR230W-A","","201"
"YBR231C","SWC5","912"
"YBR232C","","360"
"YBR233W","PBP2","1242"
"YBR233W-A","DAD3","285"
"YBR234C","ARC40","1155"
"YBR235W","VHC1","3363"
"YBR236C","ABD1","1311"
"YBR237W","PRP5","2550"
"YBR238C","","2196"
"YBR239C","ERT1","1590"
"YBR240C","THI2","1353"
"YBR241C","","1467"
"YBR242W","","717"
"YBR243C","ALG7","1347"
"YBR244W","GPX2","489"
"YBR245C","ISW1","3390"
"YBR246W","RRT2","1164"
"YBR247C","ENP1","1452"
"YBR248C","HIS7","1659"
"YBR249C","ARO4","1113"
"YBR250W","SPO23","1572"
"YBR251W","MRPS5","924"
"YBR252W","DUT1","444"
"YBR253W","SRB6","366"
"YBR254C","TRS20","528"
"YBR255C-A","RCF3","457"
"YBR255W","MTC4","2085"
"YBR256C","RIB5","717"
"YBR257W","POP4","840"
"YBR258C","SHG1","429"
"YBR259W","","2067"
"YBR260C","RGD1","2001"
"YBR261C","TAE1","699"
"YBR262C","MIC12","321"
"YBR263W","SHM1","1473"
"YBR264C","YPT10","600"
"YBR265W","TSC10","963"
"YBR266C","SLM6","453"
"YBR267W","REI1","1182"
"YBR268W","MRPL37","318"
"YBR269C","SDH8","417"
"YBR270C","BIT2","1638"
"YBR271W","EFM2","1260"
"YBR272C","HSM3","1443"
"YBR273C","UBX7","1311"
"YBR274W","CHK1","1584"
"YBR275C","RIF1","5751"
"YBR276C","PPS1","2424"
"YBR277C","","402"
"YBR278W","DPB3","606"
"YBR279W","PAF1","1338"
"YBR280C","SAF1","1914"
"YBR281C","DUG2","2637"
"YBR282W","MRPL27","441"
"YBR283C","SSH1","1473"
"YBR284W","","2394"
"YBR285W","","435"
"YBR286W","APE3","1614"
"YBR287W","","1284"
"YBR288C","APM3","1452"
"YBR289W","SNF5","2718"
"YBR290W","BSD2","966"
"YBR291C","CTP1","900"
"YBR292C","","372"
"YBR293W","VBA2","1425"
"YBR294W","SUL1","2580"
"YBR295W","PCA1","3651"
"YBR296C","PHO89","1725"
"YBR296C-A","","120"
"YBR297W","MAL33","1407"
"YBR298C","MAL31","1845"
"YBR298C-A","","222"
"YBR299W","MAL32","1755"
"YBR300C","","498"
"YBR301W","PAU24","363"
"YBR302C","COS2","1140"
"YCL001W","RER1","567"
"YCL001W-A","","462"
"YCL001W-B","","255"
"YCL002C","","868"
"YCL004W","PGS1","1566"
"YCL005W","LDB16","771"
"YCL005W-A","VMA9","395"
"YCL007C","","393"
"YCL008C","STP22","1158"
"YCL009C","ILV6","930"
"YCL010C","SGF29","780"
"YCL011C","GBP2","1284"
"YCL012C","","472"
"YCL014W","BUD3","4911"
"YCL016C","DCC1","1143"
"YCL017C","NFS1","1494"
"YCL018W","LEU2","1095"
"YCL021W-A","","378"
"YCL022C","","516"
"YCL023C","","348"
"YCL024W","KCC4","3114"
"YCL025C","AGP1","1902"
"YCL026C-A","FRM2","582"
"YCL026C-B","HBN1","582"
"YCL027W","FUS1","1539"
"YCL028W","RNQ1","1218"
"YCL029C","BIK1","1323"
"YCL030C","HIS4","2400"
"YCL031C","RRP7","894"
"YCL032W","STE50","1041"
"YCL033C","MXR2","507"
"YCL034W","LSB5","1065"
"YCL035C","GRX1","333"
"YCL036W","GFD2","1701"
"YCL037C","SRO9","1305"
"YCL038C","ATG22","1587"
"YCL039W","GID7","2238"
"YCL040W","GLK1","1503"
"YCL041C","","495"
"YCL042W","","360"
"YCL043C","PDI1","1569"
"YCL044C","MGR1","1254"
"YCL045C","EMC1","2283"
"YCL046W","","324"
"YCL047C","POF1","777"
"YCL048W","SPS22","1392"
"YCL048W-A","","240"
"YCL049C","","939"
"YCL050C","APA1","966"
"YCL051W","LRE1","1752"
"YCL052C","PBN1","1251"
"YCL054W","SPB1","2526"
"YCL054W-A","RDT1","87"
"YCL055W","KAR4","1008"
"YCL056C","PEX34","435"
"YCL057C-A","MIC10","294"
"YCL057W","PRD1","2139"
"YCL058C","FYV5","459"
"YCL058W-A","ADF1","342"
"YCL059C","KRR1","951"
"YCL061C","MRC1","3291"
"YCL063W","VAC17","1272"
"YCL064C","CHA1","1083"
"YCL065W","","369"
"YCL066W","HMLALPHA1","528"
"YCL067C","HMLALPHA2","633"
"YCL068C","","783"
"YCL069W","VBA3","1377"
"YCL073C","GEX1","1848"
"YCL076W","","744"
"YCR001W","","315"
"YCR002C","CDC10","969"
"YCR003W","MRPL32","552"
"YCR004C","YCP4","744"
"YCR005C","CIT2","1383"
"YCR006C","","474"
"YCR007C","","720"
"YCR008W","SAT4","1812"
"YCR009C","RVS161","798"
"YCR010C","ADY2","852"
"YCR011C","ADP1","3150"
"YCR012W","PGK1","1251"
"YCR013C","","648"
"YCR014C","POL4","1749"
"YCR015C","CTO1","954"
"YCR016W","","873"
"YCR017C","CWH43","2862"
"YCR018C","SRD1","666"
"YCR018C-A","","255"
"YCR019W","MAK32","1092"
"YCR020C","PET18","648"
"YCR020C-A","MAK31","267"
"YCR020W-B","HTL1","237"
"YCR021C","HSP30","999"
"YCR022C","","345"
"YCR023C","","1836"
"YCR024C","SLM5","1479"
"YCR024C-A","PMP1","123"
"YCR024C-B","","267"
"YCR025C","","411"
"YCR026C","NPP1","2229"
"YCR027C","RHB1","630"
"YCR028C","FEN2","1539"
"YCR028C-A","RIM1","491"
"YCR030C","SYP1","2613"
"YCR031C","RPS14A","721"
"YCR032W","BPH1","6504"
"YCR033W","SNT1","3681"
"YCR034W","ELO2","1044"
"YCR035C","RRP43","1185"
"YCR036W","RBK1","1002"
"YCR037C","PHO87","2772"
"YCR038C","BUD5","1929"
"YCR038W-A","","126"
"YCR039C","MATALPHA2","633"
"YCR040W","MATALPHA1","528"
"YCR041W","","333"
"YCR042C","TAF2","4224"
"YCR043C","","384"
"YCR044C","PER1","1074"
"YCR045C","RRT12","1476"
"YCR045W-A","","351"
"YCR046C","IMG1","510"
"YCR047C","BUD23","828"
"YCR047W-A","","207"
"YCR048W","ARE1","1833"
"YCR049C","","447"
"YCR050C","","309"
"YCR051W","","669"
"YCR052W","RSC6","1452"
"YCR053W","THR4","1545"
"YCR054C","CTR86","1692"
"YCR057C","PWP2","2772"
"YCR059C","YIH1","777"
"YCR060W","TAH1","336"
"YCR061W","","1896"
"YCR063W","BUD31","474"
"YCR064C","","411"
"YCR065W","HCM1","1695"
"YCR066W","RAD18","1464"
"YCR067C","SED4","3198"
"YCR068W","ATG15","1563"
"YCR069W","CPR4","957"
"YCR071C","IMG2","441"
"YCR072C","RSA4","1548"
"YCR073C","SSK22","3996"
"YCR073W-A","SOL2","948"
"YCR075C","ERS1","783"
"YCR075W-A","EGO2","228"
"YCR076C","FUB1","753"
"YCR077C","PAT1","2391"
"YCR079W","PTC6","1329"
"YCR081C-A","","237"
"YCR081W","SRB8","4284"
"YCR082W","AHC2","387"
"YCR083W","TRX3","384"
"YCR084C","TUP1","2142"
"YCR085W","","354"
"YCR086W","CSM1","573"
"YCR087C-A","","462"
"YCR087W","","516"
"YCR088W","ABP1","1779"
"YCR089W","FIG2","4830"
"YCR090C","","549"
"YCR091W","KIN82","2163"
"YCR092C","MSH3","3057"
"YCR093W","CDC39","6327"
"YCR094W","CDC50","1176"
"YCR095C","OCA4","1089"
"YCR095W-A","","159"
"YCR096C","HMRA2","360"
"YCR097W","HMRA1","487"
"YCR097W-A","","267"
"YCR098C","GIT1","1557"
"YCR099C","","468"
"YCR100C","","951"
"YCR101C","","549"
"YCR102C","","1107"
"YCR102W-A","","198"
"YCR104W","PAU3","375"
"YCR105W","ADH7","1086"
"YCR106W","RDS1","2499"
"YCR107W","AAD3","1092"
"YCR108C","","192"
"YDL001W","RMD1","1293"
"YDL002C","NHP10","612"
"YDL003W","MCD1","1701"
"YDL004W","ATP16","483"
"YDL005C","MED2","1296"
"YDL006W","PTC1","846"
"YDL007C-A","","258"
"YDL007W","RPT2","1314"
"YDL008W","APC11","498"
"YDL009C","","324"
"YDL010W","GRX6","696"
"YDL011C","","324"
"YDL012C","","410"
"YDL013W","SLX5","1860"
"YDL014W","NOP1","984"
"YDL015C","TSC13","933"
"YDL016C","","303"
"YDL017W","CDC7","1524"
"YDL018C","ERP3","678"
"YDL019C","OSH2","3852"
"YDL020C","RPN4","1596"
"YDL021W","GPM2","936"
"YDL022C-A","","249"
"YDL022W","GPD1","1176"
"YDL023C","","321"
"YDL024C","DIA3","1407"
"YDL025C","RTK1","1863"
"YDL025W-A","","105"
"YDL026W","","312"
"YDL027C","MRX9","1263"
"YDL028C","MPS1","2295"
"YDL029W","ARP2","1299"
"YDL030W","PRP9","1593"
"YDL031W","DBP10","2988"
"YDL032W","","312"
"YDL033C","SLM3","1254"
"YDL034W","","345"
"YDL035C","GPR1","2886"
"YDL036C","PUS9","1389"
"YDL037C","BSC1","987"
"YDL039C","PRM7","2097"
"YDL040C","NAT1","2565"
"YDL041W","","354"
"YDL042C","SIR2","1689"
"YDL043C","PRP11","801"
"YDL044C","MTF2","1323"
"YDL045C","FAD1","921"
"YDL045W-A","MRP10","288"
"YDL046W","NPC2","522"
"YDL047W","SIT4","936"
"YDL048C","STP4","1473"
"YDL049C","KNH1","807"
"YDL050C","","372"
"YDL051W","LHP1","828"
"YDL052C","SLC1","912"
"YDL053C","PBP4","558"
"YDL054C","MCH1","1461"
"YDL055C","PSA1","1086"
"YDL056W","MBP1","2502"
"YDL057W","","987"
"YDL058W","USO1","5373"
"YDL059C","RAD59","717"
"YDL060W","TSR1","2367"
"YDL061C","RPS29B","171"
"YDL062W","","426"
"YDL063C","SYO1","1863"
"YDL064W","UBC9","584"
"YDL065C","PEX19","1029"
"YDL066W","IDP1","1287"
"YDL067C","COX9","180"
"YDL068W","","330"
"YDL069C","CBS1","690"
"YDL070W","BDF2","1917"
"YDL071C","","375"
"YDL072C","YET3","612"
"YDL073W","AHK1","2955"
"YDL074C","BRE1","2103"
"YDL075W","RPL31A","763"
"YDL076C","RXT3","885"
"YDL077C","VAM6","3150"
"YDL078C","MDH3","1032"
"YDL079C","MRK1","1798"
"YDL080C","THI3","1830"
"YDL081C","RPP1A","321"
"YDL082W","RPL13A","965"
"YDL083C","RPS16B","864"
"YDL084W","SUB2","1341"
"YDL085C-A","","207"
"YDL085W","NDE2","1638"
"YDL086C-A","","435"
"YDL086W","","822"
"YDL087C","LUC7","786"
"YDL088C","ASM4","1587"
"YDL089W","NUR1","1455"
"YDL090C","RAM1","1296"
"YDL091C","UBX3","1368"
"YDL092W","SRP14","441"
"YDL093W","PMT5","2232"
"YDL094C","","510"
"YDL095W","PMT1","2454"
"YDL096C","OPI6","327"
"YDL097C","RPN6","1305"
"YDL098C","SNU23","585"
"YDL099W","BUG1","1026"
"YDL100C","GET3","1065"
"YDL101C","DUN1","1542"
"YDL102W","POL3","3294"
"YDL103C","QRI1","1434"
"YDL104C","QRI7","1224"
"YDL105W","NSE4","1209"
"YDL106C","PHO2","1680"
"YDL107W","MSS2","1056"
"YDL108W","KIN28","1002"
"YDL109C","","1944"
"YDL110C","TMA17","453"
"YDL111C","RRP42","798"
"YDL112W","TRM3","4311"
"YDL113C","ATG20","1923"
"YDL114W","","927"
"YDL114W-A","","114"
"YDL115C","IWR1","1132"
"YDL116W","NUP84","2181"
"YDL117W","CYK3","2658"
"YDL118W","","381"
"YDL119C","HEM25","924"
"YDL120W","YFH1","525"
"YDL121C","","450"
"YDL122W","UBP1","2430"
"YDL123W","SNA4","423"
"YDL124W","","939"
"YDL125C","HNT1","588"
"YDL126C","CDC48","2508"
"YDL127W","PCL2","927"
"YDL128W","VCX1","1236"
"YDL129W","","876"
"YDL130W","RPP1B","622"
"YDL130W-A","STF1","261"
"YDL131W","LYS21","1323"
"YDL132W","CDC53","2448"
"YDL133C-A","RPL41B","78"
"YDL133W","SRF1","1314"
"YDL134C","PPH21","1110"
"YDL135C","RDI1","609"
"YDL136W","RPL35B","768"
"YDL137W","ARF2","546"
"YDL138W","RGT2","2292"
"YDL139C","SCM3","672"
"YDL140C","RPO21","5202"
"YDL141W","BPL1","2073"
"YDL142C","CRD1","852"
"YDL143W","CCT4","1587"
"YDL144C","","1071"
"YDL145C","COP1","3606"
"YDL146W","LDB17","1476"
"YDL147W","RPN5","1338"
"YDL148C","NOP14","2433"
"YDL149W","ATG9","2994"
"YDL150W","RPC53","1269"
"YDL151C","BUD30","582"
"YDL152W","","366"
"YDL153C","SAS10","1833"
"YDL154W","MSH5","2706"
"YDL155W","CLB3","1284"
